hotelname,hotelcategory,rate,ratedescription,commentcount,badgerate,stayduration,hotellocation,country,adults,room,checkoutdate,bestbaseprice,bestdiscountprice,offersortid,suppliername,baseprice,discountprice,currency,iscancellable,additionalfeature,hotelurl,senddate,city,checkindate,roomtype
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,16,Booking.com,"493,96","344,00",€,TRUE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,30:17.5,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,16,Hotelopia,"493,96","347,16",€,FALSE,Meerblick,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,35:42.2,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,18,Booking.com,"493,96","374,00",€,TRUE,Meerblick,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,11:27.0,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,20,Hotelopia,"493,96","418,56",€,FALSE,Meerblick,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,11:27.0,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,21,Agoda,"493,96","362,54",€,TRUE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,35:42.2,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,23,Expedia,"493,96","373,96",€,TRUE,Meerblick,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,35:42.2,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,24,Booking.com,"493,96","374,00",€,TRUE,Meerblick,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,35:42.2,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,24,Hotelopia,"493,96","418,56",€,FALSE,Meerblick,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,30:17.5,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,25,Booking.com,"560,00","560,00",€,FALSE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,15:47.7,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,28,5vorFlug,"493,96","408,00",€,FALSE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,30:17.5,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,29,FTI Touristik,"493,96","418,00",€,FALSE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,30:17.5,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,30,AurumTours,"493,96","421,00",€,FALSE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,35:42.2,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,31,Expedia,"493,96","493,96",€,FALSE,Meerblick,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,15:47.7,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,32,Holiday Inn,"493,96","464,00",€,FALSE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,11:27.0,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,37,5vorFlug,"493,96","408,00",€,FALSE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,37:17.6,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,40,Hotelopia,"493,96","425,64",€,FALSE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,37:17.6,Antalya,2/17/2020,Doppelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,48,Expedia,"590,02","590,02",€,FALSE,Meerblick,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,37:17.6,Antalya,2/17/2020,Doppelzimmer
Hotel Anadolu,,"8,9",Sehr gut,178,,6,Finike ,Turkey,2,1,2/23/2020,168,162,1,Hotels.Com,"168,00","162,00",€,FALSE,,https://hotel.check24.de/search/Hotel%20Anadolu-4635666/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D12%26per_page%3D50&refLocationId=400999&oS=178&oP=162,34:05.7,Antalya,2/17/2020,Doppelzimmer
Hotel Derin Ma Sorgun,,"9,1",Fabelhaft,,,6,Manavgat ,Turkey,2,1,2/23/2020,276,276,1,Expedia,"276,00","275,94",€,FALSE,,https://hotel.check24.de/search/Hotel%20Derin%20Ma%20Sorgun-9894813/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D17%26per_page%3D50&refLocationId=400999&oS=176&oP=275.94,24:05.0,Antalya,2/17/2020,Doppelzimmer
Hotel Finike Marina,3,"7,5",Gut,43,,6,Finike ,Turkey,2,1,2/23/2020,240,240,2,Booking.com,"240,00","240,00",€,TRUE,Meerblick,https://hotel.check24.de/search/Hotel%20Finike%20Marina-9612733/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D11%26per_page%3D50&refLocationId=400999&oS=190&oP=240,21:06.8,Antalya,2/17/2020,Doppelzimmer
Hotel Güleryüz,2,"8,1",Sehr gut,281,,6,Antalya ,Turkey,2,1,2/23/2020,92,92,6,Booking.com,"118,32","118,32",€,FALSE,,https://hotel.check24.de/search/Hotel%20G%C3%BClery%C3%BCz-8094286/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D15%26per_page%3D50&refLocationId=400999&oS=176&oP=92.34,03:09.1,Antalya,2/17/2020,Doppelzimmer
Hotel Kaptan,4,"8,9",Sehr gut,607,Top 1% der Stadt,6,Alanya ,Turkey,2,1,2/23/2020,346,256,3,Hotelopia,"377,94","280,95",€,FALSE,,https://hotel.check24.de/search/Hotel%20Kaptan-9134130/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=254&oP=256,03:30.3,Antalya,2/17/2020,Doppelzimmer
Hotel Kaptan,4,"8,9",Sehr gut,607,Top 1% der Stadt,6,Alanya ,Turkey,2,1,2/23/2020,346,256,5,Hotelopia,"3.000,00","3.000,00",€,FALSE,Meerblick,https://hotel.check24.de/search/Hotel%20Kaptan-9134130/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=254&oP=256,03:30.3,Antalya,2/17/2020,Doppelzimmer
Hotel Karyatit Kaleici,,"7,5",Gut,216,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,112,107,3,Booking.com,"111,78","111,78",€,FALSE,,https://hotel.check24.de/search/Hotel%20Karyatit%20Kaleici-6719772/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=105&oP=107,35:00.2,Antalya,2/17/2020,Doppelzimmer
Hotel Karyatit Kaleici,,"7,5",Gut,216,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,112,107,4,Hotelopia,"124,20","124,20",€,FALSE,,https://hotel.check24.de/search/Hotel%20Karyatit%20Kaleici-6719772/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=105&oP=107,35:00.2,Antalya,2/17/2020,Doppelzimmer
Hotel Karyatit Kaleici,,"7,5",Gut,216,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,112,107,7,Booking.com,"126,36","126,36",€,FALSE,,https://hotel.check24.de/search/Hotel%20Karyatit%20Kaleici-6719772/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=105&oP=107,35:00.2,Antalya,2/17/2020,Doppelzimmer
Hotel Karyatit Kaleici,,"7,5",Gut,216,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,112,107,10,Booking.com,"141,10","141,10",€,TRUE,,https://hotel.check24.de/search/Hotel%20Karyatit%20Kaleici-6719772/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=105&oP=107,35:00.2,Antalya,2/17/2020,Doppelzimmer
Hotel Lunay,,"6,8",Befriedigend,308,Top 1% der Stadt,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,120,120,1,Booking.com,"120,00","120,00",€,FALSE,,https://hotel.check24.de/search/Hotel%20Lunay-7240624/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D13%26per_page%3D50&refLocationId=400999&oS=29&oP=119.94,39:34.9,Antalya,2/17/2020,Doppelzimmer
Hotel Twenty,,"8,3",Sehr gut,750,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,138,127,6,Agoda,"171,42","171,42",€,FALSE,,https://hotel.check24.de/search/Hotel%20Twenty-5174024/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=502&oP=126.9,26:18.5,Antalya,2/17/2020,Doppelzimmer
Hotel Twenty,,"8,3",Sehr gut,750,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,138,127,11,Hotels.Com,"171,42","141,00",€,TRUE,,https://hotel.check24.de/search/Hotel%20Twenty-5174024/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=502&oP=126.9,26:18.5,Antalya,2/17/2020,Doppelzimmer
Hotel Wien Terbilek,3,"7,5",Gut,234,,6,Alanya ,Turkey,2,1,2/23/2020,240,204,3,Hotelopia,"360,00","360,00",€,FALSE,,https://hotel.check24.de/search/Hotel%20Wien%20Terbilek-6100743/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=28&oP=204,56:06.5,Antalya,2/17/2020,Doppelzimmer
IC Hotels Airport,4,"8,5",Sehr gut,1.702,Top 1% der Stadt,6,Antalya ,Turkey,2,1,2/23/2020,360,324,3,Hotelopia,"360,00","360,00",€,FALSE,,https://hotel.check24.de/search/IC%20Hotels%20Airport-9061735/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=502&oP=324,18:41.3,Antalya,2/17/2020,Doppelzimmer
IC Hotels Airport,4,"8,5",Sehr gut,1.702,Top 1% der Stadt,6,Antalya ,Turkey,2,1,2/23/2020,360,324,3,LMX Touristik,"360,00","341,00",€,FALSE,,https://hotel.check24.de/search/IC%20Hotels%20Airport-9061735/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=502&oP=324,43:08.9,Antalya,2/17/2020,Doppelzimmer
IC Hotels Green Palace - Kids Concept,5,"9,0",Fabelhaft,4.863,Top 1% der Stadt,6,Lara ,Turkey,2,1,2/23/2020,375,375,2,Hotelopia,"662,40","662,40",€,FALSE,,https://hotel.check24.de/search/IC%20Hotels%20Green%20Palace%20-%20Kids%20Concept-9175495/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=375,16:29.2,Antalya,2/17/2020,Doppelzimmer
IC Hotels Green Palace - Kids Concept,5,"9,0",Fabelhaft,4.863,Top 1% der Stadt,6,Lara ,Turkey,2,1,2/23/2020,375,375,3,Booking.com,"596,16","596,16",€,FALSE,,https://hotel.check24.de/search/IC%20Hotels%20Green%20Palace%20-%20Kids%20Concept-9175495/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=375,31:20.5,Antalya,2/17/2020,Doppelzimmer
IC Hotels Green Palace - Kids Concept,5,"9,0",Fabelhaft,4.863,Top 1% der Stadt,6,Lara ,Turkey,2,1,2/23/2020,375,375,4,TRAVELIX,"596,16","386,00",€,FALSE,,https://hotel.check24.de/search/IC%20Hotels%20Green%20Palace%20-%20Kids%20Concept-9175495/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=375,38:44.0,Antalya,2/17/2020,Doppelzimmer
IC Hotels Green Palace - Kids Concept,5,"9,0",Fabelhaft,4.863,Top 1% der Stadt,6,Lara ,Turkey,2,1,2/23/2020,375,375,7,Booking.com,"596,16","596,16",€,FALSE,Meerblick,https://hotel.check24.de/search/IC%20Hotels%20Green%20Palace%20-%20Kids%20Concept-9175495/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=375,38:44.0,Antalya,2/17/2020,Doppelzimmer
IC Hotels Green Palace - Kids Concept,5,"9,0",Fabelhaft,4.863,Top 1% der Stadt,6,Lara ,Turkey,2,1,2/23/2020,375,375,9,Hotelopia,"662,40","662,40",€,FALSE,,https://hotel.check24.de/search/IC%20Hotels%20Green%20Palace%20-%20Kids%20Concept-9175495/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=375,38:44.0,Antalya,2/17/2020,Doppelzimmer
Innvista Hotels Belek,5,"8,8",Sehr gut,1.977,,6,Belek ,Turkey,2,1,2/23/2020,450,354,2,Booking.com,"450,00","450,00",€,FALSE,,https://hotel.check24.de/search/Innvista%20Hotels%20Belek-189456/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=259&oP=354,04:18.8,Antalya,2/17/2020,Doppelzimmer
Innvista Hotels Belek,5,"8,8",Sehr gut,1.977,,6,Belek ,Turkey,2,1,2/23/2020,450,354,2,Booking.com,"450,00","450,00",€,FALSE,,https://hotel.check24.de/search/Innvista%20Hotels%20Belek-189456/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=502&oP=354.24,02:42.3,Antalya,2/17/2020,Doppelzimmer
Justiniano Club Park Conti,4,"8,7",Sehr gut,2.631,Top 5% der Stadt,6,Okurcalar ,Turkey,2,1,2/23/2020,299,282,1,Hotelopia,"284,00","284,00",€,FALSE,,https://hotel.check24.de/search/Justiniano%20Club%20Park%20Conti-6693181/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D4%26per_page%3D50&refLocationId=400999&oS=242&oP=282,12:41.2,Antalya,2/17/2020,Doppelzimmer
Kaleici Hotel,,"8,3",Sehr gut,196,Top 1% der Stadt,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,148,139,5,Hotels.Com,"154,00","154,00",€,TRUE,,https://hotel.check24.de/search/Kaleici%20Hotel-8556978/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=29&oP=138.54,31:03.9,Antalya,2/17/2020,Doppelzimmer
Kaleici Hotel,,"8,3",Sehr gut,196,Top 1% der Stadt,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,148,139,7,Expedia,"154,00","154,00",€,TRUE,,https://hotel.check24.de/search/Kaleici%20Hotel-8556978/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=29&oP=138.54,31:03.9,Antalya,2/17/2020,Doppelzimmer
Kaleiçi Marina Boutique Hotel,,"7,0",Gut,65,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,200,147,5,Hotels.Com,"205,26","205,20",€,TRUE,,https://hotel.check24.de/search/Kalei%C3%A7i%20Marina%20Boutique%20Hotel-9735637/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=502&oP=146.58,14:25.3,Antalya,2/17/2020,Doppelzimmer
Kaleiçi Marina Boutique Hotel - Restaurant,,"7,6",Gut,,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,200,200,2,Booking.com,"216,60","216,60",€,FALSE,,https://hotel.check24.de/search/Kalei%C3%A7i%20Marina%20Boutique%20Hotel%20-%20Restaurant-5864477/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=28&oP=199.5,12:26.5,Antalya,2/17/2020,Doppelzimmer
Karmir Resort & Spa,5,"8,6",Sehr gut,2.835,Top 1% der Stadt,6,Kemer ,Turkey,2,1,2/23/2020,420,304,2,JT Touristik,"420,00","312,00",€,FALSE,,https://hotel.check24.de/search/Karmir%20Resort%20%26%20Spa-8394500/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=502&oP=303.6,01:06.4,Antalya,2/17/2020,Doppelzimmer
Kaya Belek,5,"9,3",Fabelhaft,5.128,Top 2% der Stadt,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,366,366,3,tropo,"382,00","382,00",€,FALSE,,https://hotel.check24.de/search/Kaya%20Belek-9171709/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=105&oP=366,41:32.4,Antalya,2/17/2020,Doppelzimmer
Kaya Belek,5,"9,3",Fabelhaft,5.128,Top 2% der Stadt,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,366,366,8,Agoda,"1.080,00","927,36",€,TRUE,,https://hotel.check24.de/search/Kaya%20Belek-9171709/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=105&oP=366,41:32.4,Antalya,2/17/2020,Doppelzimmer
Kaya Belek,5,"9,3",Fabelhaft,5.128,Top 2% der Stadt,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,378,378,1,AurumTours,"379,00","379,00",€,FALSE,,https://hotel.check24.de/search/Kaya%20Belek-9171709/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=378,42:33.1,Antalya,2/17/2020,Doppelzimmer
Kaya Belek,5,"9,3",Fabelhaft,5.128,Top 2% der Stadt,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,378,378,5,FTI Touristik,"384,00","384,00",€,FALSE,,https://hotel.check24.de/search/Kaya%20Belek-9171709/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=378,42:33.1,Antalya,2/17/2020,Doppelzimmer
Kelebek Hotel,,"7,9",Gut,172,,6,Kalkan ,Turkey,2,1,2/23/2020,192,192,1,Booking.com,"192,00","192,00",€,FALSE,,https://hotel.check24.de/search/Kelebek%20Hotel-9182851/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D13%26per_page%3D50&refLocationId=400999&oS=29&oP=192,37:25.2,Antalya,2/17/2020,Doppelzimmer
Kilikya Palace Goynuk,5,"9,1",Fabelhaft,2.199,Top 3% der Stadt,6,Kemer ,Turkey,2,1,2/23/2020,303,303,1,AurumTours,"384,00","384,00",€,FALSE,,https://hotel.check24.de/search/Kilikya%20Palace%20Goynuk-9175514/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=105&oP=303,38:56.0,Antalya,2/17/2020,Doppelzimmer
Kimera Hotel - Yoga & Spa,,"9,3",Fabelhaft,722,Top 3% der Stadt,6,Çıralı ,Turkey,2,1,2/23/2020,371,360,2,Booking.com,"432,00","432,00",€,FALSE,,https://hotel.check24.de/search/Kimera%20Hotel%20-%20Yoga%20%26%20Spa-9391981/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D5%26per_page%3D50&refLocationId=400999&oS=502&oP=360,21:35.0,Antalya,2/17/2020,Doppelzimmer
Kleo Boutique Otel Kalkan,,"9,5",Außer­gewöhnlich,,,6,Kalkan ,Turkey,2,1,2/23/2020,152,152,2,Booking.com,"187,68","187,68",€,FALSE,,https://hotel.check24.de/search/Kleo%20Boutique%20Otel%20Kalkan-9195573/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D8%26per_page%3D50&refLocationId=400999&oS=29&oP=152.28,45:20.1,Antalya,2/17/2020,Doppelzimmer
Kleopatra Arsi Hotel,4,"7,3",Gut,332,,6,Alanya ,Turkey,2,1,2/23/2020,80,80,1,Hotelopia,"79,92","79,92",€,FALSE,,https://hotel.check24.de/search/Kleopatra%20Arsi%20Hotel-9213973/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=502&oP=79.92,55:05.8,Antalya,2/17/2020,Doppelzimmer
Kleopatra Arsi Hotel,4,"7,3",Gut,332,,6,Alanya ,Turkey,2,1,2/23/2020,80,80,4,Hotelopia,"120,00","120,00",€,FALSE,,https://hotel.check24.de/search/Kleopatra%20Arsi%20Hotel-9213973/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=502&oP=79.92,55:05.8,Antalya,2/17/2020,Doppelzimmer
Kleopatra Atlas Hotel - Adults Only,4,"8,4",Sehr gut,783,Top 2% der Stadt,6,Alanya ,Turkey,2,1,2/23/2020,196,180,5,tropo,"204,00","203,00",€,FALSE,,https://hotel.check24.de/search/Kleopatra%20Atlas%20Hotel%20-%20Adults%20Only-9463645/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=257&oP=180,49:18.4,Antalya,2/17/2020,Doppelzimmer
Kleopatra Aytur Apart Hotel,,"6,2",Befriedigend,,,6,Alanya ,Turkey,2,1,2/23/2020,66,66,7,byebye,"224,00","224,00",€,FALSE,,https://hotel.check24.de/search/Kleopatra%20Aytur%20Apart%20Hotel-7905164/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=105&oP=66,37:24.1,Antalya,2/17/2020,Doppelzimmer
